Title,Description
getStatus_cyclic_test_result(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelay_test_progress,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelay_test_progress(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelay_test_result,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelay_test_result(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelaytimer_expired,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelaytimer_progress,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_dcrelaytimer_progress(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_deactivationsequence_progress,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_deactivationsequence_progress(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_deactivationsequence_result,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_deactivationsequence_result(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_external_safetyclearance,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_external_safetyclearance(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_IntegrityViolation,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_IntegrityViolation(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_KL15,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_KL15(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_KL15_progress,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_KL15_progress(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_safetyclearnce_violation,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_safetyclearnce_violation(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_shutoffsequence_progress,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_shutoffsequence_progress(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getStatus_shutoffsequence_result,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
getVoltageDeviation,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
init_adc_group_config,"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
init_adc_group_config(),"initialize group config by calling IfxVadc_Adc_initGroupConfig,Overriding the following default parameters
requestSlotScanEnabled with TRUE
requestSlotStartMode with (groupId==IfxVadc_GroupId_0) ? IfxVadc_RequestSlotStartMode_cancelInjectRepeat : IfxVadc_RequestSlotStartMode_waitForStart ;
autoscanEnabled with FALSE
requestSlotBackgroundScanEnabled with TRUE
backgroundScanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest gatingMode with IfxVadc_GatingMode_always
scanRequest triggerMode with IfxVadc_TriggerMode_uponFallingEdge ;
scanRequest triggerSource with IfxVadc_TriggerSource_7;

,initialize the group by calling IfxVadc_Adc_initGroup param[in] groupdId as IfxVadc_GroupId for ADC group  "
init_adcChannelConfig,"set the channel config parameters,set DMA channels param[in] groupdId as IfxVadc_GroupId for ADC group param[in] ch_index as uint8 for channel index param[in] channelId as IfxVadc_ChannelId for channel Id, param[in] resultReg as IfxVadc_ChannelResult for channel result register  "
init_adcChannelConfig(),"set the channel config parameters,set DMA channels param[in] groupdId as IfxVadc_GroupId for ADC group param[in] ch_index as uint8 for channel index param[in] channelId as IfxVadc_ChannelId for channel Id, param[in] resultReg as IfxVadc_ChannelResult for channel result register  "
init_adcGroup_with_Channels,"ADC Group 1 and ADC Channel AN12 (Channel Id 0 with Result Register 0) and then,ADC Group 0 and ADC Channel AN0, AN1 (Channel Id 0,1 with Result Register 0,1)  "
init_adcGroup_with_Channels(),"ADC Group 1 and ADC Channel AN12 (Channel Id 0 with Result Register 0) and then,ADC Group 0 and ADC Channel AN0, AN1 (Channel Id 0,1 with Result Register 0,1)  "
init_adc_group_config(),"ADC Group 1 and ADC Channel AN12 (Channel Id 0 with Result Register 0) and then,ADC Group 0 and ADC Channel AN0, AN1 (Channel Id 0,1 with Result Register 0,1)  "
init_backgroundscan_adc_all_channels,"initialize ADC channel config by calling IfxVadc_Adc_initChannelConfig(),Overriding the following default parameters
channelId with channel Id received as parameter
resultRegister with result register received as parameter
backgroundChannel with TRUE

,initialize the channel by calling IfxVadc_Adc_initChannel(),call IfxVadc_Adc_setBackgroundScan() param[in] groupdId as IfxVadc_GroupId for ADC group param[in] channelid as IfxVadc_ChannelId for channel Id param[in] resultRegister as IfxVadc_ChannelResult for channel result register  "
init_backgroundscan_adc_all_channels(),"initialize ADC channel config by calling IfxVadc_Adc_initChannelConfig(),Overriding the following default parameters
channelId with channel Id received as parameter
resultRegister with result register received as parameter
backgroundChannel with TRUE

,initialize the channel by calling IfxVadc_Adc_initChannel(),call IfxVadc_Adc_setBackgroundScan() param[in] groupdId as IfxVadc_GroupId for ADC group param[in] channelid as IfxVadc_ChannelId for channel Id param[in] resultRegister as IfxVadc_ChannelResult for channel result register  "
init_backgroundscan_adc_channel(),"initialize ADC channel config by calling IfxVadc_Adc_initChannelConfig(),Overriding the following default parameters
channelId with channel Id received as parameter
resultRegister with result register received as parameter
backgroundChannel with TRUE

,initialize the channel by calling IfxVadc_Adc_initChannel(),call IfxVadc_Adc_setBackgroundScan() param[in] groupdId as IfxVadc_GroupId for ADC group param[in] channelid as IfxVadc_ChannelId for channel Id param[in] resultRegister as IfxVadc_ChannelResult for channel result register  "
init_backgroundscan_adc_channel,"initialize ADC channel config by calling IfxVadc_Adc_initChannelConfig(),Overriding the following default parameters
channelId with channel Id received as parameter
resultRegister with result register received as parameter
backgroundChannel with TRUE

,initialize the channel by calling IfxVadc_Adc_initChannel(),call IfxVadc_Adc_setBackgroundScan() param[in] groupdId as IfxVadc_GroupId for ADC group param[in] channelid as IfxVadc_ChannelId for channel Id param[in] resultRegister as IfxVadc_ChannelResult for channel result register  "
init_backgroundscan_adc_channel(),"initialize ADC channel config by calling IfxVadc_Adc_initChannelConfig(),Overriding the following default parameters
channelId with channel Id received as parameter
resultRegister with result register received as parameter
backgroundChannel with TRUE

,initialize the channel by calling IfxVadc_Adc_initChannel(),call IfxVadc_Adc_setBackgroundScan() param[in] groupdId as IfxVadc_GroupId for ADC group param[in] channelid as IfxVadc_ChannelId for channel Id param[in] resultRegister as IfxVadc_ChannelResult for channel result register  "
init_dma_channel_config,"initialise a basic Dma config by calling IfxDma_Dma_initChannelConfig(),Overriding the following default parameters
transfercount with number_of_transactions
sourceAddress with dmaSrcAddr
destinationAddress with dmaDestAddr
channelId with dma_channel
requestMode with IfxDma_ChannelRequestMode_completeTransactionPerRequest
moveSize with IfxDma_ChannelMoveSize_32bit
destinationAddressCircularRange with IfxDma_ChannelIncrementCircular_4
sourceAddressCircularRange with IfxDma_ChannelIncrementCircular_4
destinationCircularBufferEnabled to TRUE
sourceCircularBufferEnabled to TRUE
operationMode with IfxDma_ChannelOperationMode_continuous
requestSource with IfxDma_ChannelRequestSource_peripheral
channelInterruptEnabled to TRUE
if dmaChannel is 14, then destinationAddressCircularRange range to IfxDma_ChannelIncrementCircular_16
if dmaChannel is 5
destinationAddressCircularRange with IfxDma_ChannelIncrementCircular_256
sourceAddressCircularRange with IfxDma_ChannelIncrementCircular_16
sourceAddressIncrementDirection to IfxDma_ChannelIncrementDirection_positive
destinationAddressIncrementDirection to IfxDma_ChannelIncrementDirection_positive



,configure the above configuration by calling IfxDma_Dma_initChannel()  "
init_dma_channel_config(),"initialise a basic Dma config by calling IfxDma_Dma_initChannelConfig(),Overriding the following default parameters
transfercount with number_of_transactions
sourceAddress with dmaSrcAddr
destinationAddress with dmaDestAddr
channelId with dma_channel
requestMode with IfxDma_ChannelRequestMode_completeTransactionPerRequest
moveSize with IfxDma_ChannelMoveSize_32bit
destinationAddressCircularRange with IfxDma_ChannelIncrementCircular_4
sourceAddressCircularRange with IfxDma_ChannelIncrementCircular_4
destinationCircularBufferEnabled to TRUE
sourceCircularBufferEnabled to TRUE
operationMode with IfxDma_ChannelOperationMode_continuous
requestSource with IfxDma_ChannelRequestSource_peripheral
channelInterruptEnabled to TRUE
if dmaChannel is 14, then destinationAddressCircularRange range to IfxDma_ChannelIncrementCircular_16
if dmaChannel is 5
destinationAddressCircularRange with IfxDma_ChannelIncrementCircular_256
sourceAddressCircularRange with IfxDma_ChannelIncrementCircular_16
sourceAddressIncrementDirection to IfxDma_ChannelIncrementDirection_positive
destinationAddressIncrementDirection to IfxDma_ChannelIncrementDirection_positive



,configure the above configuration by calling IfxDma_Dma_initChannel()  "
init_dma_module,"Initialise the DMA Configuration by calling IfxDma_Dma_initModuleConfig(),Initialise the DMA module by calling IfxDma_Dma_initModule() with the above configuration  "
init_dma_module(),"Initialise the DMA Configuration by calling IfxDma_Dma_initModuleConfig(),Initialise the DMA module by calling IfxDma_Dma_initModule() with the above configuration  "
initIvStatus_beginFrame,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
initIvStatus_beginFrame(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
integrityviolation_t,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
is_all_bits_set,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
is_all_bits_set(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
is_alternate_pattern,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
is_alternate_pattern(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
isDcRelayActivated,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
isDcRelayActivated(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
isVoltageDeviation_lessthan_35V,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_dcrelay_main_contact,"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
monitor_dcrelay_main_contact(),"Unlock SPI special registers by calling tlf35584_unlock(),write via SPI into the WDCFG0 to enable Functional Watchdog  "
